,업종명,인허가일자,업소명,소재지(도로명),소재지(지번),영업장면적(건물내부+건물외부),건물내부면적,건물외부면적,소재지전화,업태명,동,위도,경도
493,휴게음식점,2019-02-12,카페 하늘,"서울특별시 강서구 양천로30길 67,",서울특별시 강서구 마곡동 327-43 ,35.22,35.22,0.0,02-1111-1111,커피숍,마곡동 ,37.5478193,126.8340016
494,휴게음식점,2019-02-15,와플대학 화곡본캠퍼스,"서울특별시 강서구 까치산로10길 24,",서울특별시 강서구 화곡동 61-176 (지상 1층) ,49.87,49.87,0.0,02-1111-1111,커피숍,화곡동 ,37.5611331,126.8122158
495,휴게음식점,2019-02-19,카페해,"서울특별시 강서구 우장산로 13,",서울특별시 강서구 내발산동 665-17 천우네오젠아파트 ,45.98,45.98,0.0,02-1111-1111,커피숍,내발산동,37.5611331,126.8122158
496,휴게음식점,2019-02-19,카페뀨,"서울특별시 강서구 공항대로59길 22,",서울특별시 강서구 등촌동 647-37 (지상 1층) ,26.0,26.0,0.0,02-1111-1111,커피숍,등촌동 ,37.5714536,126.8402389
497,휴게음식점,2019-02-28,백미당 롯데김포공항점,"서울특별시 강서구 하늘길 38,","서울특별시 강서구 방화동 886 김포공항, 롯데몰, 스카이시티 지하 1층 ",37.0,37.0,0.0,  02-6116-3061,커피숍,방화동 ,37.56600685,126.84414246737578
498,휴게음식점,2019-03-05,프리키(Freaky),"서울특별시 강서구 강서로45길 39,",서울특별시 강서구 화곡동 1008-13 (지상 1층) 101호,40.47,40.47,0.0,02-1111-1111,커피숍,화곡동 ,37.5611331,126.8122158
499,휴게음식점,2019-03-11,블루포트 이대서울병원점,"서울특별시 강서구 공항대로 260,",서울특별시 강서구 마곡동 808-0 이화의대부속서울병원 (지하 2층) ,14.0,14.0,0.0,  02- 465-1121,커피숍,마곡동 ,37.57271595,126.80796621825144
500,휴게음식점,2019-03-12,콘레드커피 마곡점,"서울특별시 강서구 공항대로 213,","서울특별시 강서구 마곡동 774-2 보타닉파크타워2, (지상1층) ",36.75,36.75,0.0,02-1111-1111,커피숍,마곡동 ,37.562618,126.8533061
501,휴게음식점,2019-03-14,콘레드커피 가양점,"서울특별시 강서구 양천로49길 35,",서울특별시 강서구 가양동 276-2 한림빌딩 102-1호 ,33.0,33.0,0.0,02-1111-1111,커피숍,가양동 ,37.5554981,126.853861
502,휴게음식점,2019-03-20,에슬로우,"서울특별시 강서구 강서로74길 58,",서울특별시 강서구 가양동 110-2 대하자동차설비(지상 1층) 105호,24.07,24.07,0.0,02-1111-1111,커피숍,가양동 ,37.5548058,126.8378891
503,휴게음식점,2019-03-20,스답커피,"서울특별시 강서구 공항대로 247,",서울특별시 강서구 마곡동 797-1 퀸즈파크나인 (지상 1층) 107호,48.08,48.08,0.0,02-1111-1111,커피숍,마곡동 ,37.5575077,126.856133
504,휴게음식점,2019-04-01,유어무드,"서울특별시 강서구 양천로 36,",서울특별시 강서구 방화동 534-6 더홈(지상1층) ,22.43,22.43,0.0,02-1111-1111,커피숍,방화동 ,37.5676744,126.8020277
505,휴게음식점,2019-04-01,니니케이크,"서울특별시 강서구 양천로 470,",서울특별시 강서구 등촌동 717 그레이스힐(지하1층) B104호,25.27,25.27,0.0,02-1111-1111,커피숍,등촌동 ,37.5327556,126.8491071
506,휴게음식점,2019-04-01,파스쿠찌 이대서울병원점,"서울특별시 강서구 공항대로 260,",서울특별시 강서구 마곡동 808 이화의대부속서울병원(1층단독건물) ,181.5,181.5,0.0,02-1111-1111,커피숍,마곡동 ,37.5588719,126.84201
507,휴게음식점,2019-04-08,올소스터디테이블,"서울특별시 강서구 우장산로 7,",서울특별시 강서구 내발산동 665-24 장원빌딩(지상2층) ,60.0,60.0,0.0,02-1111-1111,커피숍,내발산동,37.5554981,126.853861
508,휴게음식점,2019-04-10,고양이똥3,"서울특별시 강서구 공항대로45길 30,",서울특별시 강서구 등촌동 655 1층 ,105.0,105.0,0.0,  02-2694-0285,커피숍,등촌동 ,37.5390478,126.8578449
509,휴게음식점,2019-04-19,지파시롯데몰 김포공항점,"서울특별시 강서구 하늘길 38,","서울특별시 강서구 방화동 886 김포공항, 롯데몰, 스카이시티 ",50.25,50.25,0.0,02-1111-1111,커피숍,방화동 ,37.5599103,126.8268895
510,휴게음식점,2019-04-29,매머드 익스프레스 까치산역점,"서울특별시 강서구 강서로16길 5,",서울특별시 강서구 화곡동 340-42 1층 ,25.0,25.0,0.0,02-1111-1111,커피숍,화곡동 ,37.5682189,126.8279128
511,휴게음식점,2019-04-29,삐삐(pippi),"서울특별시 강서구 강서로54길 93,",서울특별시 강서구 등촌동 667-15 (지상 1층) ,56.1,56.1,0.0,02-1111-1111,커피숍,등촌동 ,37.5420589,126.842453
512,휴게음식점,2019-05-02,공차 이대서울병원점,"서울특별시 강서구 공항대로 260,",서울특별시 강서구 마곡동 808-0 이화의대부속서울병원 (지하 1층) ,158.93,158.93,0.0,  02-6951-2022,커피숍,마곡동 ,37.5611331,126.8122158
513,휴게음식점,2019-05-07,플라워카페라루즈,"서울특별시 강서구 등촌로13길 40,",서울특별시 강서구 화곡동 504-57 엘케이드림빌 (지하 1층) B03호,95.57,95.57,0.0,02-1111-1111,커피숍,화곡동 ,37.5575077,126.856133
514,휴게음식점,2019-05-08,2nd 우드진,"서울특별시 강서구 마곡중앙로 161-8,",서울특별시 강서구 마곡동 757 두산더랜드파크 제A동 108호,42.7,42.7,0.0,  02-6989-8108,커피숍,마곡동 ,37.5611331,126.8122158
515,휴게음식점,2019-05-14,212베이크샵,"서울특별시 강서구 마곡중앙로 161-1,","서울특별시 강서구 마곡동 760-2 마곡나루역캐슬파크(지상2층) 212, 233호 ",60.95,60.95,0.0, 070-4151-7531,커피숍,마곡동 ,37.5611331,126.8122158
516,휴게음식점,2019-05-14,카페코너스,"서울특별시 강서구 화곡로 398,",서울특별시 강서구 등촌동 639-11 홈플러스강서점앤본사사옥 (지상 1층) ,91.8,91.8,0.0,02-1111-1111,커피숍,등촌동 ,37.5611331,126.8122158
517,휴게음식점,2019-05-15,(주)보나비 아티제 이대서울병원점,"서울특별시 강서구 공항대로 260,",서울특별시 강서구 마곡동 808 이화의대부속서울병원 지하1층 ,528.93,528.93,0.0,  02-6953-2155,커피숍,마곡동 ,37.5702422,126.8119273
518,휴게음식점,2019-05-15,야무진 대장간,"서울특별시 강서구 공항대로45길 30,",서울특별시 강서구 등촌동 655 1층 ,6.8,6.8,0.0,  02-2603-7807,커피숍,등촌동 ,37.5349948,126.8372005
519,휴게음식점,2019-05-15,앤티앤스,"서울특별시 강서구 공항대로 260,",서울특별시 강서구 마곡동 808 이화의대부속서울병원 (지하 1층) ,63.3,63.3,0.0,  02-6954-1033,커피숍,마곡동 ,37.5458534,126.8498626
520,휴게음식점,2019-05-17,커피에반하다,"서울특별시 강서구 공항대로 227,",서울특별시 강서구 마곡동 774-4 마곡센트럴타워Ⅰ(지상 1층) 105호,57.76,57.76,0.0,02-1111-1111,커피숍,마곡동 ,37.534873,126.8391703
521,휴게음식점,2019-05-20,잠바주스 이대서울병원점,"서울특별시 강서구 공항대로 260,",서울특별시 강서구 마곡동 808 이화의대부속서울병원(지상 4층) ,106.3,106.3,0.0,  02-2088-8933,커피숍,마곡동 ,37.5508352,126.8352338
522,휴게음식점,2019-05-22,메가엠지씨커피방화역점,"서울특별시 강서구 금낭화로 146,",서울특별시 강서구 방화동 830 오피앙(지상 1층) 107호,34.95,34.95,0.0,  02-2662-1599,커피숍,방화동 ,37.556247,126.8564946
523,휴게음식점,2019-05-23,(주)나우픽 화곡동지점,"서울특별시 강서구 가로공원로76길 94,",서울특별시 강서구 화곡동 359-24 지하1층 ,17.0,17.0,0.0,02-1111-1111,커피숍,화곡동 ,37.5599215,126.84558109628469
524,휴게음식점,2019-05-23,커피기술,"서울특별시 강서구 까치산로18나길 2,",서울특별시 강서구 화곡동 965-1 1층 ,32.0,32.0,0.0,02-1111-1111,커피숍,화곡동 ,37.5473,126.84874
525,휴게음식점,2019-05-24,주택커피,"서울특별시 강서구 월정로30길 99,",서울특별시 강서구 화곡동 367-18 문성빌딩 1층 ,46.2,46.2,0.0,02-1111-1111,커피숍,화곡동 ,37.550002649999996,126.83522635
526,휴게음식점,2019-06-04,벌툰 까치산역점,"서울특별시 강서구 강서로 43,","서울특별시 강서구 화곡동 343-52 도양라비앙타워(지상 2층) 201,2호",42.6,42.6,0.0, 070-7612-0018,커피숍,화곡동 ,37.5682189,126.8279128
527,휴게음식점,2019-06-07,디저트A,"서울특별시 강서구 화곡로64길 78-5,",서울특별시 강서구 등촌동 654-12 101호,21.0,21.0,0.0,02-1111-1111,커피숍,등촌동 ,37.5611331,126.8122158
528,휴게음식점,2019-06-13,메가커피 등촌성당점,"서울특별시 강서구 공항대로41길 43,",서울특별시 강서구 등촌동 696-1 새한프라자 (지상 1층) 103호,32.04,32.04,0.0,  02-2659-7659,커피숍,등촌동 ,37.557558,126.8589126
529,휴게음식점,2019-06-17,홍스커피,"서울특별시 강서구 까치산로 142,",서울특별시 강서구 화곡동 957-23 (지상 1층) 102호,26.0,26.0,0.0,02-1111-1111,커피숍,화곡동 ,37.5603397,126.833454
530,휴게음식점,2019-06-20,아마스빈 까치산역점,"서울특별시 강서구 강서로 47,",서울특별시 강서구 화곡동 343-31 형진빌딩(지상 1층) ,33.0,33.0,0.0,  02-2065-5511,커피숍,화곡동 ,37.5603397,126.833454
531,휴게음식점,2019-06-20,쥬씨차얌 마곡나루점,"서울특별시 강서구 마곡중앙로 161-8,",서울특별시 강서구 마곡동 757-0 두산더랜드파크 (지상 1층) 112 일부호,21.12,21.12,0.0,02-1111-1111,커피숍,마곡동 ,37.5682189,126.8279128
532,휴게음식점,2019-06-21,coffee B 커피비,"서울특별시 강서구 공항대로 209,",서울특별시 강서구 마곡동 774-1 마곡GMG엘스타(지상 1층) 118호,61.18,61.18,0.0,02-1111-1111,커피숍,마곡동 ,37.5422963,126.8376527
533,휴게음식점,2019-06-26,오버도즈,"서울특별시 강서구 화곡로68길 82,",서울특별시 강서구 등촌동 638-3 강서아이티밸리 1층 111호,48.72,48.72,0.0,  02-6961-5850,커피숍,등촌동 ,37.5508352,126.8352338
534,휴게음식점,2019-06-28,쉐드커피(Shed coffee),"서울특별시 강서구 마곡중앙6로 16,",서울특별시 강서구 마곡동 773-2 마곡지엠지타워(지상 1층) 114호,47.95,47.95,0.0,02-1111-1111,커피숍,마곡동 ,37.542538,126.8628185
535,휴게음식점,2019-07-02,오슬로우,"서울특별시 강서구 마곡중앙6로 45,",서울특별시 강서구 마곡동 772-5 리더스퀘어마곡 1층 114호,42.31,42.31,0.0,02-1111-1111,커피숍,마곡동 ,37.5674777,126.8229267
536,휴게음식점,2019-07-05,빌리엔젤 마곡역점,"서울특별시 강서구 마곡중앙로 56,","서울특별시 강서구 마곡동 799-5 1층 114호, 115호, 2층 215호, 216호 ",318.92,318.92,0.0,  02-2664-3230,커피숍,마곡동 ,37.5287961,126.8440973
537,휴게음식점,2019-07-09,빽다방 화곡역점,"서울특별시 강서구 화곡로25길 2,",서울특별시 강서구 화곡동 1065-1 106호,41.61,41.61,0.0,  02-2606-1117,커피숍,화곡동 ,37.5600503,126.8300056
538,휴게음식점,2019-07-10,행복나무카페,"서울특별시 강서구 강서로 193,",서울특별시 강서구 화곡동 1032-18 ,59.18,59.18,0.0,02-1111-1111,커피숍,화곡동 ,37.5702422,126.8119273
539,휴게음식점,2019-07-10,구도커피로스터스,"서울특별시 강서구 등촌로35길 121,",서울특별시 강서구 등촌동 565-18 1~2층 ,91.0,91.0,0.0,  02-6348-2460,커피숍,등촌동 ,37.5603397,126.833454
540,,,,,,,,,,,,37.5611331,126.8122158
541,휴게음식점,2019-07-23,메가 엠지씨 커피 신방화역점,"서울특별시 강서구 마곡중앙5로 87,",서울특별시 강서구 마곡동 739-2 우성르보아투 1층 101호 ,36.26,36.26,0.0,  02-2662-7755,커피숍,마곡동 ,37.5608999,126.8368212
542,휴게음식점,2019-07-25,심플매터(simple matter) 커피 로스터스(coffee roasters),"서울특별시 강서구 강서로7길 31,",서울특별시 강서구 화곡동 901-27 태양빌딩(지상 1층) ,130.0,130.0,0.0,02-1111-1111,커피숍,화곡동 ,37.5611331,126.8122158
543,휴게음식점,2019-07-30,삼층다방,"서울특별시 강서구 마곡중앙6로 11,",서울특별시 강서구 마곡동 771-3 보타닉파크타워3 301호,30.0,30.0,0.0,02-1111-1111,커피숍,마곡동 ,37.5487967,126.8617244
544,휴게음식점,2019-08-01,콘레드커피 방화점,"서울특별시 강서구 금낭화로 91-2,",서울특별시 강서구 방화동 483-5 대승프라자 102호,42.04,42.04,0.0,  02-2661-7379,커피숍,방화동 ,37.5603397,126.833454
545,휴게음식점,2019-08-05,컴포즈커피 마곡리더스퀘어점,"서울특별시 강서구 마곡중앙6로 45,",서울특별시 강서구 마곡동 772-5 리더스퀘어마곡 1층 128호,38.35,38.35,0.0,02-1111-1111,커피숍,마곡동 ,37.5603397,126.833454
546,휴게음식점,2019-08-06,"카페,리멤버","서울특별시 강서구 공항대로 228,",서울특별시 강서구 마곡동 800-5 112호,45.51,45.51,0.0,02-1111-1111,커피숍,마곡동 ,37.5508352,126.8352338
547,휴게음식점,2019-08-06,진심커피 발산점,"서울특별시 강서구 마곡중앙8로 86,",서울특별시 강서구 마곡동 795-1 필네이처(지상 1층) 109호,30.8,30.8,0.0, 070-8233-2456,커피숍,마곡동 ,37.5479917,126.8765238
548,휴게음식점,2019-08-08,시나본 이대서울병원점,"서울특별시 강서구 공항대로 260,",서울특별시 강서구 마곡동 808 이화의대부속서울병원 지하1층 ,148.76,148.76,0.0, 070-7576-0285,커피숍,마곡동 ,37.5508352,126.8352338
549,휴게음식점,2019-08-12,카페소미,"서울특별시 강서구 등촌로51길 10,",서울특별시 강서구 등촌동 509-9 1층 ,36.36,36.36,0.0, 070-7803-7793,커피숍,등촌동 ,37.5526343,126.8371736
550,휴게음식점,2019-08-12,몽슈크레 마곡점,"서울특별시 강서구 마곡중앙6로 45,",서울특별시 강서구 마곡동 772-5 리더스퀘어마곡 105호,40.99,40.99,0.0,02-1111-1111,커피숍,마곡동 ,37.5611331,126.8122158
551,,,,,,,,,,,,37.5611331,126.8122158
552,휴게음식점,2019-08-14,메가엠지씨커피 마곡중앙점,"서울특별시 강서구 마곡동로 62,",서울특별시 강서구 마곡동 796-3 마곡사이언스타워 111호,47.15,47.15,0.0,02-1111-1111,커피숍,마곡동 ,37.5611331,126.8122158
553,휴게음식점,2019-08-19,카페글렌양천향교역점,"서울특별시 강서구 강서로 471,",서울특별시 강서구 마곡동 776-4 엠코지니어스타(지상 1층) B동 109호,55.59,55.59,0.0,02-1111-1111,커피숍,마곡동 ,37.5705664,126.8195002
554,휴게음식점,2019-08-20,커피베이 염창동투웨니퍼스트점,"서울특별시 강서구 공항대로81길 35,",서울특별시 강서구 염창동 262 염창투웨니퍼스트(지상 1층) 102호,75.66,75.66,0.0, 070-7809-2100,커피숍,염창동 ,37.5508352,126.8352338
555,휴게음식점,2019-08-21,알리바바,"서울특별시 강서구 강서로 416,",서울특별시 강서구 등촌동 680-3 호서프라자빌딩 109호,32.25,32.25,0.0,  02-2658-7037,커피숍,등촌동 ,37.5611331,126.8122158
556,휴게음식점,2019-08-22,메가엠지씨커피발산중앙점,"서울특별시 강서구 우장산로2길 49,",서울특별시 강서구 내발산동 703 (지상 1층) ,82.5,82.5,0.0,02-1111-1111,커피숍,내발산동,37.5682189,126.8279128
557,휴게음식점,2019-08-22,컴포즈커피(마곡퀸즈파크나인점),"서울특별시 강서구 공항대로 247,",서울특별시 강서구 마곡동 797-1 퀸즈파크나인 125호,44.4,44.4,0.0,02-1111-1111,커피숍,마곡동 ,37.548081100000005,126.83460895027771
558,휴게음식점,2019-08-28,커피에반하다,"서울특별시 강서구 공항대로 164,",서울특별시 강서구 마곡동 798-2 류마타워 113호,37.74,37.74,0.0,  02-2662-5157,커피숍,마곡동 ,37.5300469,126.8454693
559,휴게음식점,2019-08-29,남대문커피,"서울특별시 강서구 공항대로 247,",서울특별시 강서구 마곡동 797-1 퀸즈파크나인 4층 C동 407호,93.28,93.28,0.0,02-1111-1111,커피숍,마곡동 ,37.5611331,126.8122158
560,휴게음식점,2019-08-29,슈가플래닛,"서울특별시 강서구 방화대로34길 102,",서울특별시 강서구 방화동 192-3 1층 ,30.0,30.0,0.0,02-1111-1111,커피숍,방화동 ,37.5508352,126.8352338
561,휴게음식점,2019-09-02,노력스터디카페,"서울특별시 강서구 강서로 47-8,",서울특별시 강서구 화곡동 343-6 2층 ,147.63,147.63,0.0,02-1111-1111,커피숍,화곡동 ,37.5574239,126.8330084
562,휴게음식점,2019-09-02,쿠즈베리얼반,"서울특별시 강서구 공항대로 164,",서울특별시 강서구 마곡동 798-2 류마타워 112호,38.0,38.0,0.0,  02-2661-3355,커피숍,마곡동 ,37.559803,126.8558032
563,휴게음식점,2019-09-06,더벤티 마곡나루역점,"서울특별시 강서구 마곡중앙로 161-11,",서울특별시 강서구 마곡동 760-1 힐스테이트에코마곡나루역라마다앙코르서울(지상 1층) A동 110호,33.02,33.02,0.0,  02-3664-1133,커피숍,마곡동 ,37.5580856,126.8353024
564,휴게음식점,2019-09-20,팔공티(강서점),"서울특별시 강서구 강서로45길 28,",서울특별시 강서구 내발산동 722-15 1층 107호,33.0,33.0,0.0,  02-6398-8088,커피숍,내발산동,37.5611331,126.8122158
565,휴게음식점,2019-09-23,커피 앤 플레이스(coffee and place),"서울특별시 강서구 곰달래로 69,",서울특별시 강서구 화곡동 425-25 (지상 1층) 102호,95.4,95.4,0.0,02-1111-1111,커피숍,화곡동 ,37.5508352,126.8352338
566,휴게음식점,2019-09-26,스타벅스 발산역사거리점,"서울특별시 강서구 공항대로 248,","서울특별시 강서구 마곡동 801-2 1~2층 104,105,106,107,203,204호 ",377.66,377.66,0.0,  02-3015-1180,커피숍,마곡동 ,37.5611331,126.8122158
567,휴게음식점,2019-09-27,더벤티 까치산역점,"서울특별시 강서구 강서로 52,",서울특별시 강서구 화곡동 341-65 화곡판타지아(지상 1층) 108호,34.72,34.72,0.0,  02-2690-7895,커피숍,화곡동 ,37.5603397,126.833454
568,휴게음식점,2019-09-30,셀렉토커피 마곡메트로비즈타워점,"서울특별시 강서구 마곡중앙2로 5,",서울특별시 강서구 마곡동 799-6 ,56.88,56.88,0.0,  02-2665-2468,커피숍,마곡동 ,37.561606,126.8392423
569,휴게음식점,2019-10-01,젤르(ZELE),"서울특별시 강서구 양천로 390,",서울특별시 강서구 가양동 56-2 강서오토플랙스 자동차매매센터(지상 1층) 101호,100.01,100.01,0.0,  02-6443-8666,커피숍,가양동 ,37.5300469,126.8454693
570,,,,,,,,,,,,37.5287961,126.8440973
571,휴게음식점,2019-10-04,매머드 익스프레스 마곡그랑트윈타워점,"서울특별시 강서구 마곡중앙4로 18,",서울특별시 강서구 마곡동 799-9 마곡그랑트윈타워 B동 105호,52.26,52.26,0.0, 070-8610-0100,커피숍,마곡동 ,37.559803,126.8558032
572,휴게음식점,2019-10-04,진심커피 마곡점,"서울특별시 강서구 공항대로 186,",서울특별시 강서구 마곡동 799-1 120호,41.81,41.81,0.0,02-1111-1111,커피숍,마곡동 ,37.559803,126.8558032
573,휴게음식점,2019-10-11,메가엠지씨커피 양천향교역점,"서울특별시 강서구 강서로 471,",서울특별시 강서구 마곡동 776-4 엠코지니어스타 A동 105호,34.32,34.32,0.0,  02-3663-1798,커피숍,마곡동 ,37.5508352,126.8352338
574,휴게음식점,2019-10-15,메종드올리,"서울특별시 강서구 공항대로 308-7,",서울특별시 강서구 내발산동 648-1 102호,59.8,59.8,0.0,  02-6204-0505,커피숍,내발산동,37.5611331,126.8122158
575,휴게음식점,2019-10-15,아임일리터 (마곡점),"서울특별시 강서구 마곡중앙6로 21,",서울특별시 강서구 마곡동 771-4 이너매스 마곡 1층 116호 ,50.84,50.84,0.0,02-1111-1111,커피숍,마곡동 ,37.5702422,126.8119273
576,휴게음식점,2019-10-18,이디야커피(강서가양동점),"서울특별시 강서구 강서로 511,",서울특별시 강서구 가양동 192-9 한림타운 102호,79.3,79.3,0.0,  02-3663-7610,커피숍,가양동 ,37.5517019,126.83478282196532
577,휴게음식점,2019-10-21,파스쿠찌 까치산역점,"서울특별시 강서구 곰달래로 134,",서울특별시 강서구 화곡동 897-14 1~3층 ,363.0,363.0,0.0,02-1111-1111,커피숍,화곡동 ,37.5682189,126.8279128
578,휴게음식점,2019-10-21,커피588,"서울특별시 강서구 강서로7길 147,",서울특별시 강서구 화곡동 935-15 102호,43.22,43.22,0.0,  02-2698-0588,커피숍,화곡동 ,37.5420589,126.842453
579,휴게음식점,2019-10-21,방화동커피,"서울특별시 강서구 양천로 97,",서울특별시 강서구 방화동 286-20 강서신협(지상 4층) ,99.6,99.6,0.0,  02-2664-1904,커피숍,방화동 ,37.5611331,126.8122158
580,휴게음식점,2019-10-23,컴포즈커피 가양역점,"서울특별시 강서구 양천로 470,","서울특별시 강서구 등촌동 717 그레이스힐(지상 1층), 102(일부)호 ",39.6,39.6,0.0,  02-3665-2333,커피숍,등촌동 ,37.5552582,126.8202411
581,휴게음식점,2019-10-28,펠어커피초코,"서울특별시 강서구 강서로 399,",서울특별시 강서구 마곡동 793-8 마곡하이마루(지상 1층) 108호,33.0,33.0,0.0, 070-8801-7979,커피숍,마곡동 ,37.5611331,126.8122158
582,휴게음식점,2019-10-29,올인커피,"서울특별시 강서구 공항대로 212,",서울특별시 강서구 마곡동 800-1 문영 퀸즈파크11차 5층 501호,13.8,13.8,0.0,02-1111-1111,커피숍,마곡동 ,37.5611331,126.8122158
583,휴게음식점,2019-10-31,컴포즈커피 방화역점,"서울특별시 강서구 금낭화로 135,",서울특별시 강서구 방화동 829-4 금강프라자빌딩(지상 1층) 135호,31.98,31.98,0.0,  02-2661-2993,커피숍,방화동 ,37.5515234,126.864002
584,휴게음식점,2019-11-18,소니디자인,"서울특별시 강서구 강서로47나길 24,",서울특별시 강서구 내발산동 709-5 1층 103호,51.57,51.57,0.0,02-1111-1111,커피숍,내발산동,37.5686004,126.8227956738566
585,휴게음식점,2019-11-20,커피수작,"서울특별시 강서구 마곡중앙로 161-17,",서울특별시 강서구 마곡동 759-3 보타닉파크타워Ⅰ 114호,16.5,16.5,0.0,  02-3661-0519,커피숍,마곡동 ,37.5611331,126.8122158
586,휴게음식점,2019-11-22,조은커피,"서울특별시 강서구 화곡로 286,",서울특별시 강서구 화곡동 981-11 1층 ,14.0,14.0,0.0,  02-2696-8945,커피숍,화곡동 ,37.5682189,126.8279128
587,휴게음식점,2019-11-22,긱스타 PC cafe,"서울특별시 강서구 공항대로 194,",서울특별시 강서구 마곡동 799-3 문영 퀸즈파크12차 B103호 ,19.8,19.8,0.0, 070-5176-7290,커피숍,마곡동 ,37.5420589,126.842453
588,휴게음식점,2019-11-22,더벤티 마곡역점,"서울특별시 강서구 마곡서로 56,",서울특별시 강서구 마곡동 798-4 (지상 1층) 104호,50.54,50.54,0.0,  02-2662-8828,커피숍,마곡동 ,37.5611331,126.8122158
589,휴게음식점,2019-11-22,블레스인커피,"서울특별시 강서구 공항대로 190,",서울특별시 강서구 마곡동 799-2 (지상 1층) 113호,37.15,37.15,0.0, 070-8833-2191,커피숍,마곡동 ,37.559803,126.8558032
590,휴게음식점,2019-11-26,할리스커피 마곡나인스퀘어점,"서울특별시 강서구 공항대로 206,","서울특별시 강서구 마곡동 800 나인스퀘어 101,102,103호 ",139.9,139.9,0.0,  02-2664-7876,커피숍,마곡동 ,37.559803,126.8558032
591,휴게음식점,2019-12-05,이디야커피 등촌중앙점,"서울특별시 강서구 등촌로 67,",서울특별시 강서구 등촌동 566-26 컴스웨이빌딩 1층 ,92.16,92.16,0.0,  02-2652-0670,커피숍,등촌동 ,37.5574239,126.8330084
592,휴게음식점,2019-12-06,인라이크(InLike),"서울특별시 강서구 양천로30길 103,",서울특별시 강서구 마곡동 348-3 화성빌딩 103호,33.0,33.0,0.0,02-1111-1111,커피숍,마곡동 ,37.5674988,126.812119
593,휴게음식점,2019-12-16,트립커피 송정점(The Trip),"서울특별시 강서구 공항대로 38-10,",서울특별시 강서구 공항동 33-7 그레이스캐슬 101호,66.5,66.5,0.0, 070-8615-5482,커피숍,공항동 ,37.5492979,126.8345201
594,휴게음식점,2019-12-18,구스,"서울특별시 강서구 마곡중앙로 59-11,",서울특별시 강서구 마곡동 798-8 엠비즈타워 207호,50.79,50.79,0.0,02-1111-1111,커피숍,마곡동 ,37.5549689,126.8569952
595,휴게음식점,2019-12-18,탐앤탐즈 강서구청점,"서울특별시 강서구 화곡로 311,",서울특별시 강서구 화곡동 998-1 (지상 1~2층) ,283.64,283.64,0.0,  02-2699-4565,커피숍,화곡동 ,37.5472583,126.87489749240777
596,휴게음식점,2019-07-03,힐브레드,"서울특별시 강서구 공항대로 195,",서울특별시 강서구 마곡동 773-3 힐스테이트에코동익 ,28.12,28.12,0.0,  02-6407-1100,커피숍,마곡동 ,37.554538,126.8536054
597,휴게음식점,2019-06-05,강서 카페헤이봇 포지티브랩,"서울특별시 강서구 양천로 542,",서울특별시 강서구 등촌동 629-8 기아자동차강서서비스센터 1층 ,14.5,14.5,0.0,  02-3287-1825,커피숍,등촌동 ,37.5337093,126.8617914
598,휴게음식점,2019-11-15,메가엠지씨커피 강서한강자이타워점,"서울특별시 강서구 양천로 401,",서울특별시 강서구 가양동 1498 강서한강자이타워 1층 B동 106호,71.69,71.69,0.0,02-1111-1111,커피숍,가양동 ,37.559803,126.8558032
599,휴게음식점,2019-01-25,컵(CUP) 커피,"서울특별시 강서구 마곡중앙2로 5,",서울특별시 강서구 마곡동 799-6 1층 107-1호,26.55,26.55,0.0,02-1111-1111,커피숍,마곡동 ,37.5530264,126.8263533
600,휴게음식점,2020-01-03,커피타임(Coffee time),"서울특별시 강서구 방화동로 39-1,",서울특별시 강서구 방화동 614-77 (지상 1층) ,63.24,63.24,0.0,  02-6052-1544,커피숍,방화동 ,37.5574239,126.8330084
601,휴게음식점,2020-01-03,요거트 포켓,"서울특별시 강서구 강서로45라길 36,",서울특별시 강서구 내발산동 720 108호 ,26.4,26.4,0.0,02-1111-1111,커피숍,내발산동,37.559803,126.8558032
602,휴게음식점,2020-01-03,디저트레오,"서울특별시 강서구 공항대로49길 5-13,",서울특별시 강서구 등촌동 654-19 (지상 1층) ,43.01,43.01,0.0, 070-7755-5039,커피숍,등촌동 ,37.5603397,126.833454
603,휴게음식점,2020-01-09,메가엠지씨커피 염창역점,"서울특별시 강서구 공항대로 629,",서울특별시 강서구 염창동 282-22 (지상 1층) ,57.51,57.51,0.0,  02-3665-7089,커피숍,염창동 ,37.559803,126.8558032
604,휴게음식점,2020-01-14,까페루아,"서울특별시 강서구 공항대로46길 13-7,",서울특별시 강서구 화곡동 1114-1 대명스카이(지상 1층) 101호,55.24,55.24,0.0,02-1111-1111,커피숍,화곡동 ,37.552022300000004,126.83577759981102
605,휴게음식점,2020-01-15,블랑(blanc),"서울특별시 강서구 곰달래로57길 23-15,",서울특별시 강서구 화곡동 803-21 (지하 1층) B02호,36.3,36.3,0.0,02-1111-1111,커피숍,화곡동 ,37.5508352,126.8352338
606,휴게음식점,2020-01-21,120겹파이,"서울특별시 강서구 양천로 476,",서울특별시 강서구 등촌동 73-1 금부빌딩(지상 1층) ,20.0,20.0,0.0,02-1111-1111,커피숍,등촌동 ,37.54751145,126.83297620692551
607,휴게음식점,2020-01-21,더 벤티(마곡수명산점),"서울특별시 강서구 수명로 78,",서울특별시 강서구 내발산동 750-2 새롬프라자 1층 103호,35.1,35.1,0.0,  02-2667-1117,커피숍,내발산동,37.5611331,126.8122158
